(24496.353,-43503.096)
(10899.723,14074.261)
(12209.579,-148.224)
(1843.764,-1041.131)
(3880.540,5283.862)
(4587.111,3206.431)
(-4365.825,-2335.158)
(3888.069,3023.927)
(-579.622,-3446.203)
(2147.925,15.873)
(3735.967,-759.205)
(-494.847,2674.188)
(2462.416,-1880.155)
(1801.923,186.449)
(-55.822,6103.915)
(-1843.747,-4902.875)
(578.476,1043.497)
(146.358,175.172)
(2170.944,-2508.981)
(-3933.275,2872.044)
(839.219,-5419.689)
(4156.583,-2632.743)
(-1430.867,2363.094)
(4504.560,-4811.963)
(3139.070,3709.676)
(-2579.000,740.262)
(1384.928,-256.135)
(-939.523,-4288.118)
(5450.781,1411.674)
(-972.154,658.249)
(2351.681,97.269)
(-1091.408,-716.384)
(1533.691,-228.242)
(5207.623,-2781.918)
(703.498,6041.876)
(203.228,1425.860)
(-615.972,299.044)
(-1916.775,2072.738)
(600.305,-304.136)
(-4069.057,345.699)
(-595.950,-3501.221)
(-836.378,-4211.183)
(7298.675,-1996.544)
(-94.167,-460.629)
(4491.892,3946.983)
(245.958,-2749.283)
(1706.214,3291.526)
(1523.712,701.901)
(4199.799,922.806)
(-3628.175,6688.094)
(-231.266,850.031)
(-2847.406,-2688.319)
(790.668,3999.309)
(-2187.625,-1284.619)
(-324.481,-2081.420)
(763.818,3527.087)
(-2730.768,-2337.615)
(1266.447,1228.717)
(-4207.050,-1914.449)
(3706.577,347.856)
(-5041.236,-1776.558)
(2000.340,-2866.084)
(2771.836,-1593.015)
(1463.269,2878.756)
(-5163.235,-1952.073)
(6329.473,-4823.502)
(2968.239,1707.611)
(2766.962,3733.334)
(-1170.202,3436.851)
(-1377.610,-1981.463)
(2139.546,4195.964)
(-2532.460,78.767)
(431.395,581.168)
(-1218.009,4089.928)
(-3545.626,-1689.729)
(-1240.720,2006.003)
(-3970.554,-3063.113)
(404.610,-1414.250)
(443.917,-2241.022)
(-616.041,1657.225)
(693.081,-1673.188)
(-3345.138,1490.449)
(476.288,-2150.957)
(-3236.758,-1622.345)
(994.759,-1769.555)
(792.785,-2472.187)
(-3238.571,1364.537)
(1318.607,-7144.945)
(2026.645,-1841.504)
(4700.498,-189.674)
(824.604,877.514)
(23.995,581.897)
(860.938,-1616.401)
(2353.542,-387.331)
(2051.405,775.878)
(2665.841,1917.851)
(-1409.935,5768.405)
(-3361.412,-1931.646)
(-1973.908,2440.148)
(-3664.205,-2697.094)
(-2383.891,-8512.939)
(9834.122,-79.150)
(-419.920,1548.701)
(-500.995,458.112)
(4152.543,-1319.482)
(254.255,1729.515)
(2357.420,3974.405)
(-3168.678,718.351)
(-1302.806,1746.794)
(-2141.644,-1881.857)
(-321.736,-1035.788)
(-989.341,-1413.543)
(2183.109,-2241.303)
(1057.137,-1437.893)
(4090.352,3894.340)
(-2915.347,7.851)
(-233.281,-508.725)
(3957.740,1838.722)
(-5006.810,1966.732)
(-488.230,-1847.172)
(443.373,-441.043)
(-161.109,-2267.322)
(1538.643,1360.980)
(2774.444,-246.436)
(-1432.521,4447.277)
(-2694.221,1035.231)
(-3134.317,-898.284)
(-447.781,-4207.301)
(1582.849,1196.716)
(-11.222,-94.184)
(-2465.650,-610.078)
(708.486,-2354.809)
(2227.419,937.218)
(-1897.613,-1435.950)
(1263.508,1161.945)
(1053.045,-1243.819)
(-1201.780,1544.044)
(-979.138,-348.595)
(3093.630,-1024.058)
(-5877.461,3734.733)
(995.713,-6676.815)
(1781.700,423.185)
(1768.520,-248.891)
(-133.650,478.320)
(2014.801,1974.120)
(-1771.565,-1261.052)
(429.122,3793.687)
