(48731.429,-455721.464)
(58802.136,96837.844)
(93521.068,18312.707)
(59990.126,1067.086)
(-1298.125,-17553.104)
(-3786.329,4540.286)
(19339.847,14643.503)
(19402.696,6835.102)
(14501.373,-22849.589)
(9259.696,-6363.662)
(6276.596,17429.714)
(1035.579,-1864.934)
(23625.375,5712.308)
(6729.353,-8921.748)
(-621.389,-2573.166)
(-3627.300,19629.975)
(-415.763,-2598.648)
(9694.095,-10354.070)
(5243.989,-11752.266)
(-16174.825,-9717.870)
(20297.130,4084.022)
(21617.789,-3722.611)
(5964.149,2358.739)
(-7772.229,-13997.080)
(2634.000,17599.794)
(14657.140,-3014.927)
(2649.843,-6732.248)
(-2783.206,-11031.860)
(10570.431,715.381)
(12755.205,7321.849)
(494.084,3545.392)
(9638.653,-8599.087)
(635.981,5552.685)
(-318.916,5010.280)
(-2188.336,1057.143)
(8926.358,-10664.819)
(12606.231,223.303)
(833.654,7129.610)
(-9425.431,14845.390)
(-5826.624,-4891.795)
(2830.864,-16256.194)
(688.071,-7304.527)
(94.820,-8125.831)
(17161.585,-369.028)
(9332.403,1684.089)
(7125.763,-6605.973)
(1928.048,1656.471)
(4643.413,8454.860)
(12144.968,2170.170)
(2017.417,-1086.238)
(294.996,679.939)
(7398.954,10768.298)
(-1266.618,6538.563)
(-4598.550,8419.165)
(-7457.274,-8672.195)
(1166.336,-3468.915)
(-9090.890,-1158.274)
(7235.244,3861.284)
(4983.183,-18779.857)
(-10123.342,-170.349)
(11083.451,-2791.908)
(10487.616,-5411.286)
(10937.603,3171.236)
(-10468.360,3381.753)
(8396.057,-1347.175)
(8195.052,-2477.778)
(-6726.760,8673.305)
(4737.699,-8494.916)
(-361.670,-952.591)
(5321.834,2788.780)
(1266.047,-11021.805)
(13524.670,4241.411)
(-5761.029,2955.612)
(18771.413,3378.535)
(-10296.017,5101.730)
(-55.718,1326.280)
(-4328.342,-4440.938)
(9193.075,-4350.504)
(11074.859,5035.156)
(-8141.147,3638.199)
(-7770.724,300.484)
(8039.045,-8886.936)
(13484.600,-1859.553)
(-1546.601,2771.166)
(1214.824,6475.266)
(1026.181,3342.663)
(8579.908,-1840.693)
(-7081.850,1825.652)
(1060.006,2343.955)
(-4041.660,7046.481)
(-335.876,-15814.909)
(9811.123,-38.586)
(-426.584,7953.356)
(-4735.849,-8542.694)
(10517.375,4106.070)
(3411.994,-8389.591)
(7564.959,9852.905)
(-788.634,1579.659)
(-536.210,1345.520)
(12588.959,5679.250)
(-3643.490,9103.864)
(-9823.145,5901.250)
(-9943.841,-2139.295)
(5786.469,-4474.867)
(-165.633,-5450.867)
(-10798.840,14513.010)
(3410.464,-19425.396)
(-7867.602,-6166.378)
(16909.679,1103.321)
(4223.127,-6192.825)
(-221.070,8059.064)
(1386.485,6294.055)
(-2977.528,-7722.798)
(-6978.035,-6662.640)
(16937.275,94.147)
(6973.445,3932.843)
(-10007.804,-3418.809)
(7641.754,6590.179)
(-3344.804,3681.959)
(4522.478,-19829.078)
(9627.674,16639.179)
(-11466.703,-1914.960)
(9944.633,-1278.729)
(8347.128,-3265.606)
(-10134.928,13413.628)
(8810.805,-6441.801)
(-9797.273,3949.857)
(-1797.328,-1872.512)
(9031.903,-10448.248)
(7487.361,-4484.578)
(-2489.876,13503.424)
(4048.557,-4673.475)
(14521.615,3418.091)
(-12405.019,-4701.161)
(12309.072,6927.575)
(6639.986,7482.768)
(-4106.634,5252.623)
(5096.107,-1130.319)
(-9516.945,7842.974)
(7449.744,3509.967)
(-1710.517,4935.229)
(-5518.504,85.131)
(-3542.766,156.109)
(7316.419,971.271)
(-2433.204,10599.593)
(-5011.913,3341.875)
(-7318.663,-546.195)
(-6012.414,-1532.510)
(-6175.719,694.786)
(9161.741,-6452.379)
(-10023.381,-1934.288)
(-573.653,-604.924)
(5921.698,3371.592)
(344.365,-7621.797)
(-9364.511,6926.482)
(2980.903,-7228.101)
(7618.184,-1488.777)
(-798.530,14170.785)
(-15655.133,-8652.819)
(373.475,-3350.000)
(6532.871,1952.389)
(-4316.350,-18528.621)
(3006.414,17535.675)
(7633.975,-11008.096)
(-8592.649,6610.679)
(937.787,-3947.531)
(5660.728,-3807.125)
(535.402,6784.493)
(-4754.821,3344.421)
(-3092.384,-6686.660)
(-4499.130,7005.335)
(1420.894,-14894.402)
(-4366.807,-917.895)
(5892.483,-5208.191)
(8778.920,-692.850)
(5267.326,1235.149)
(-4680.585,10135.714)
(-9925.858,-2918.788)
(3890.251,-1076.835)
(-931.394,-14892.702)
(2865.140,2912.905)
(-3687.040,3214.618)
(14472.703,-16867.607)
(173.609,9721.178)
(4150.096,-859.408)
(5447.613,2687.406)
(-4081.335,5458.845)
(5464.514,1697.668)
(-10773.130,-6880.704)
(7080.788,4602.460)
(6089.050,-4532.672)
(-2902.675,-3756.810)
(8287.320,13430.617)
(720.083,-2336.787)
(355.532,193.235)
(-8941.209,7727.383)
(5922.730,3442.377)
(-500.535,-12716.613)
(-5221.296,5813.229)
(7938.560,3959.195)
(2091.643,-5546.300)
(3374.273,13465.632)
(-10636.706,139.988)
(2634.094,2440.142)
(-9123.591,-3141.417)
(2575.411,8541.607)
(-8453.402,-14443.595)
(1974.373,24.056)
(-307.213,-8861.888)
(16099.648,10847.990)
(-1622.285,-3464.042)
(-12385.019,3234.332)
(4674.224,2353.930)
(15184.129,-7463.448)
(-12478.739,12101.308)
(2382.068,-4493.355)
(3664.360,8613.526)
(3010.021,3019.432)
(-17174.077,5009.982)
(-1173.985,-4461.632)
(3512.919,-12.418)
(-1544.011,-5414.069)
(-873.799,9346.036)
(658.439,1026.418)
(-12476.188,3510.079)
(-1741.963,-8087.516)
(3272.652,-8527.631)
(4883.243,11018.854)
(-7144.409,3341.868)
(-181.150,-3877.418)
(2130.481,3090.502)
(-19648.234,8297.475)
(6477.930,-4074.874)
(-6835.364,-4989.473)
(-20225.283,4436.868)
(2495.930,-15325.932)
(-4149.702,-9191.849)
(10127.331,-5241.592)
(-7411.174,-7153.176)
(8374.955,5374.434)
(983.995,-2868.292)
(-8258.772,-9397.893)
(-1188.153,1796.608)
(9976.894,-9890.578)
(3832.259,-4720.881)
(-3848.762,5118.309)
(10855.821,-2499.330)
(-5537.670,2974.824)
(-645.207,-2820.370)
(2090.250,-5184.349)
(-6563.720,-3131.582)
(16383.483,-5738.374)
(6752.569,7449.905)
(-5650.436,-4256.090)
(1022.482,10604.122)
(5478.554,-1130.775)
(756.609,1001.448)
(-8124.308,-858.648)
(-1182.727,9330.984)
(7088.666,-6407.817)
(-5113.690,8782.810)
(-17912.236,-4208.078)
(6908.921,-2950.111)
(-3296.748,-5930.579)
(-417.850,-2491.471)
(5154.735,2131.707)
(-10911.358,-4562.298)
(4417.308,5011.929)
(-3367.746,-4495.342)
(-10301.205,-11391.255)
(958.312,1871.901)
(9634.304,-11037.134)
(376.454,-3889.271)
(-7983.942,8101.579)
