(-19251.000,7971.000)
(14113.714,-18060.779)
(8489.516,13366.634)
(14610.929,-6861.550)
(23246.986,37578.158)
(-28495.562,44615.643)
(-70352.916,-11454.355)
(20374.822,-61142.329)
(2421.097,18575.231)
(20460.361,-29533.639)
(5153.708,35694.482)
(-15825.961,988.780)
(-21818.416,-18194.395)
(19402.990,-8642.942)
(-9431.388,-10583.836)
(14485.207,1457.429)
(-10683.000,-17773.000)
(41387.322,-11792.350)
(-571.466,54250.873)
(-42942.562,-31930.971)
(26453.425,-6760.120)
(6161.135,-6370.037)
(-18157.120,21856.121)
(9343.861,-47654.900)
(-621.523,23928.624)
(11408.525,-33505.229)
(-7987.219,-399.976)
(46578.457,-27146.505)
(2354.909,20643.313)
(34221.661,2792.034)
(-17784.740,24735.480)
(7159.555,-7262.139)
(-5115.000,-633.000)
(8085.083,6516.048)
(-15221.215,-24123.038)
(33676.692,-451.678)
(2323.271,-20735.673)
(46939.759,27241.845)
(-6865.054,1652.988)
(11306.519,33705.716)
(610.903,-23339.231)
(11846.565,49700.330)
(-20335.812,-18685.424)
(6705.923,6970.825)
(24603.511,7523.846)
(-42567.508,34215.823)
(-3804.408,-56695.731)
(44213.859,11983.031)
(-10251.000,17931.000)
(14527.566,-849.841)
(-6364.984,11079.637)
(18711.170,10945.739)
(-20475.682,19645.635)
(-16666.022,619.631)
(4970.771,-35155.112)
(21591.570,31037.176)
(1273.523,-17148.624)
(19684.222,61959.054)
(-70226.529,10800.812)
(-27713.572,-44879.713)
(24847.996,-34348.764)
(12242.188,3670.410)
(13272.853,-12483.556)
(21483.529,17681.088)
(-46497.000,9234.000)
(16754.725,-661.215)
(-33310.602,-19014.802)
(13800.010,-25537.695)
(27204.308,-7925.214)
(-11751.023,15927.948)
(43869.918,-35649.615)
(9164.391,46484.156)
(-23456.524,38118.333)
(-3369.078,-48109.284)
(-8256.160,17145.813)
(15711.626,31110.755)
(-55966.139,-51923.553)
(39739.780,-11934.915)
(-4757.878,-2800.445)
(63467.466,-23881.225)
(-16688.000,64227.000)
(-6338.274,-1099.751)
(-15574.894,11660.381)
(-23787.497,-25244.689)
(-2679.149,-12849.182)
(48823.741,-13607.554)
(-21694.867,32218.853)
(-21641.128,-2702.408)
(-16552.714,-7367.293)
(-2747.697,-68902.752)
(14563.940,16809.658)
(30488.567,-29036.101)
(-13421.988,-7294.887)
(11084.348,-14866.350)
(47263.721,-44981.414)
(29419.354,30607.451)
(6097.000,2794.000)
(29667.494,-32910.342)
(46755.524,46356.085)
(8934.494,16214.884)
(-11714.014,6471.629)
(29029.692,27759.579)
(15612.716,-15872.928)
(-1454.062,68740.364)
(-15173.476,7227.667)
(-20891.575,4484.375)
(-21085.808,-29788.155)
(49333.178,14655.818)
(-5039.892,12114.958)
(-19509.871,27522.026)
(-15729.922,-7540.697)
(-10258.793,1503.300)
(-17060.000,-61519.000)
(63093.616,23161.618)
(-8574.405,4173.408)
(39382.184,10848.646)
(-55955.146,50594.768)
(16015.111,-29605.266)
(-11263.489,-17915.362)
(-1743.518,45875.710)
(-22997.286,-37058.707)
(9826.085,-48632.274)
(44186.405,37361.611)
(-9337.128,-15781.785)
(25692.019,7443.482)
(14412.926,24498.157)
(-28564.199,20541.608)
(21944.857,-3185.183)
(15935.000,7212.000)
(17719.340,30046.215)
(-21986.281,-33131.050)
(39968.749,-4835.025)
(33994.478,7261.365)
(-7516.919,8085.285)
(54002.421,8752.871)
(-21207.180,37542.384)
(-14719.271,-15673.976)
(43442.544,-21554.472)
(-50.004,34517.808)
(20365.929,-8197.778)
(-1304.399,12876.397)
(13377.898,2451.609)
(15780.348,-2288.215)
(5603.832,17478.200)
(13976.000,-3357.000)
(18262.268,-6331.679)
(41661.516,40813.540)
(-7557.536,22057.808)
(-5772.518,45037.623)
(-27430.802,-10888.049)
(11019.604,6453.847)
(-2924.665,21481.565)
(-25730.836,12410.156)
(-34513.323,-24625.701)
(41849.520,-34286.056)
(-2210.647,25849.525)
(27017.020,-9331.575)
(-14996.147,26602.152)
(23919.963,-7781.470)
(-11656.463,48397.996)
(-47207.000,-344.000)
(-9808.321,-46295.521)
(20941.246,7637.506)
(-11045.481,-25198.875)
(24541.396,11777.606)
(-3516.488,-23421.523)
(39089.637,31970.421)
(-33118.837,24325.416)
(-25072.729,-11082.024)
(-3650.387,-20687.147)
(10213.174,-4435.250)
(-29221.879,10169.470)
(-5791.822,-44506.844)
(-9721.316,-20837.304)
(39964.377,-43653.962)
(18568.644,5877.515)
(15144.000,1673.000)
(5836.395,-16731.392)
(16421.604,2965.511)
(11813.487,-3972.447)
(1132.644,-12580.594)
(19757.650,7969.478)
(1623.008,-34611.506)
(44404.765,23135.175)
(-15117.164,16577.844)
(-21617.425,-36731.337)
(53165.225,-8058.009)
(-8218.654,-11355.084)
(37887.201,-3981.977)
(36983.033,3525.388)
(-21583.359,33966.014)
(24179.936,-35059.845)
(4052.000,5961.000)
(-19288.788,-6823.857)
(-3777.628,28846.447)
(13353.194,-3973.213)
(-4427.320,-9927.687)
(15849.847,-9709.124)
(-7503.599,-5542.235)
(-34857.121,18337.952)
(-13208.000,16989.000)
(11139.399,17876.718)
(-24245.234,-48593.615)
(-28052.717,-34648.362)
(50968.180,999.998)
(-30536.441,9378.145)
(18928.484,-27119.880)
(6821.318,-32845.911)
(45852.000,233.000)
(5913.283,32824.189)
(18370.489,26636.513)
(-27582.379,-8633.294)
(52469.320,-1592.313)
(-28789.070,35981.070)
(-22634.976,45747.607)
(10867.940,-15503.144)
(-13836.000,-15163.000)
(-34743.419,-16765.461)
(-5231.627,7850.655)
(17629.737,10174.027)
(-2438.180,8204.002)
(11655.191,4438.320)
(-2745.908,-28425.491)
(-18435.973,6947.945)
(18120.000,6850.000)
(-19584.740,16439.232)
(-182.077,8531.720)
(3973.469,-5752.503)
(-11352.888,-10386.086)
(-29171.910,13421.434)
(-27394.710,3291.992)
(5079.386,-47016.042)
(13980.000,-32640.000)
(25878.880,22473.361)
(25214.886,-3941.397)
(-18114.426,25852.157)
(11626.907,-50696.298)
(-23465.337,22168.109)
(-6571.482,32115.638)
(22968.816,4846.728)
(-20294.000,-4.000)
(25001.774,-4035.373)
(-5238.691,-32757.163)
(-24623.946,-21383.531)
(10394.888,51200.086)
(-18479.961,-26383.348)
(25500.773,2828.623)
(24969.200,-21265.512)
(13478.000,31526.000)
(5867.146,45692.328)
(-28254.118,-4077.160)
(-29631.362,-14680.995)
(-7696.907,12086.298)
(4194.148,4352.257)
(3789.419,-9720.253)
(-17565.137,-18104.302)
(42565.000,5118.000)
(-30079.527,-475.954)
(22349.632,-2642.834)
(14306.260,-2328.001)
(-8646.822,10197.131)
(14153.142,8682.425)
(-1072.447,-21264.348)
(23937.877,24302.517)
(-814.000,6519.000)
(-2095.077,20071.082)
(-7103.760,-13268.430)
(21251.594,17190.549)
(-25168.552,12296.030)
(21337.402,-9908.152)
(3265.939,30509.533)
(-30907.049,24257.735)
(-20343.000,-1284.000)
(-31005.926,-21981.626)
(5036.401,-29726.184)
(19200.158,11093.449)
(-24343.178,-12375.131)
(20641.338,-16395.301)
(-6174.764,14083.752)
(-3587.427,-18961.076)
(-812.000,-7045.000)
(23789.770,-24681.403)
(-62.273,21617.448)
(15034.769,-8034.098)
(-7885.448,-11450.030)
(15826.878,5656.928)
(22681.271,3899.063)
(-27900.183,-2185.075)
(21372.000,5036.000)
(32731.279,18105.840)
(-2786.787,13892.430)
(29216.460,20692.252)
(-31548.409,31215.191)
(3674.044,-17231.325)
(-379.141,24806.330)
(-22554.217,9952.107)
(-39212.530,-25251.765)
(34933.140,-44058.001)
(11035.006,27579.987)
(-2867.025,-17329.755)
(3188.012,14900.486)
(-15598.076,-28309.080)
(27547.699,-8519.469)
(698.651,-2768.599)
(17728.000,-4952.000)
(3819.598,9183.679)
(-16299.316,-1289.352)
(1980.363,-48056.822)
(56838.023,3584.320)
(-18701.187,16462.539)
(28981.489,-36222.161)
(28605.164,31115.968)
(-3624.950,-855.456)
(12494.225,16302.388)
(-25851.621,-12750.103)
(41812.051,-34056.829)
(27988.475,34310.124)
(4883.833,6871.792)
(-5528.023,36601.766)
(-33598.148,-37664.927)
(59836.000,-1380.000)
(-32025.351,38124.636)
(-5677.426,-36058.490)
(2933.311,-6536.545)
(27410.363,-37120.217)
(42356.602,33106.612)
(-24754.548,10831.565)
(13968.150,-15623.803)
(-4561.470,769.765)
(28780.857,-33256.357)
(30623.945,35818.682)
(-18477.811,-17852.160)
(59610.436,-3829.317)
(2392.244,47821.883)
(-12719.873,1497.787)
(4823.327,-6312.088)
(17460.000,7936.000)
(-2900.505,3271.445)
(27056.025,6448.822)
(-14999.300,26754.441)
(4980.023,-14419.295)
(-3080.878,17325.767)
(12048.857,-26755.964)
(33863.461,43766.088)
(-38061.050,24945.456)
(-22516.242,-9935.675)
(316.175,-24713.975)
(4424.978,16996.182)
(-31066.923,-29481.294)
(27092.417,-21866.141)
(-140.460,-17791.853)
(40538.584,-16019.511)
(-17740.000,402.000)
(9198.000,-2324.000)
(6358.000,172.000)
(9660.000,2326.000)
(-28811.000,2603.000)
(-1835.185,-29419.279)
(5525.723,4179.228)
(-8246.356,22035.279)
(-1212.000,-23662.000)
(-27186.172,2474.462)
(15445.722,-12933.450)
(12182.928,-8869.149)
(-5845.000,279.000)
(13794.330,9582.966)
(13998.277,15058.772)
(-27111.555,-1678.828)
(-1596.000,23712.000)
(-8920.973,-21134.149)
(6526.278,-3988.550)
(-357.017,28976.698)
(49023.000,8764.000)
(32316.664,33595.331)
(-24923.606,13177.042)
(38198.811,-2788.622)
(23911.388,8650.789)
(-18192.110,70290.734)
(1091.815,-52917.695)
(24439.393,43183.763)
(-11885.941,29688.482)
(-11614.543,2836.299)
(-44426.791,7135.876)
(14867.207,-30637.890)
(-5222.823,-23115.965)
(35058.460,3390.281)
(18340.479,6048.543)
(6579.148,17479.068)
(-3625.000,29744.000)
(-30846.456,-13483.105)
(27320.664,-35142.841)
(18071.154,42721.284)
(5351.135,-12848.847)
(-17258.616,22702.059)
(32842.979,-11233.638)
(-10476.088,20568.566)
(17090.071,13668.070)
(-12038.409,41073.661)
(-49881.738,-19526.638)
(20505.303,350.679)
(-24906.915,-20958.298)
(37552.133,153.647)
(-14056.242,28372.136)
(-15415.389,-14880.325)
(13249.000,1142.000)
(-15865.075,14799.252)
(-15619.251,-27974.397)
(38940.981,-1288.166)
(-25565.510,22113.431)
(20625.925,-1435.191)
(-47960.223,17964.339)
(-9567.440,-37123.348)
(15085.941,-14146.482)
(-9097.268,-19753.640)
(34058.459,12093.723)
(-17632.488,-21192.700)
(6169.916,15344.997)
(13540.624,-42004.110)
(28348.936,31876.926)
(-30873.448,13051.186)
(-303.000,-31006.000)
(8594.210,-15895.242)
(18342.290,-4922.791)
(37763.584,-1987.712)
(-6185.013,23112.627)
(16936.842,33187.414)
(-44322.265,-7495.806)
(-10444.625,-2853.417)
(-8674.071,-26702.070)
(24769.238,-41307.803)
(-238.028,54600.025)
(-16768.893,-69590.804)
(24999.822,-9066.734)
(39806.380,3306.415)
(-20677.480,-10214.805)
(38644.789,-33827.561)
(20789.000,4093.000)
(9354.916,22626.695)
(-11096.680,-11809.352)
(17698.680,11815.512)
(-13757.303,-7348.610)
(14175.487,-10092.491)
(19050.677,584.301)
(958.590,14968.494)
(6434.000,-8928.000)
(14480.626,21751.068)
(-29376.276,17675.672)
(-28088.249,-34477.674)
(21398.844,-34591.178)
(20683.058,-13705.188)
(26401.407,1705.119)
(3013.984,-12432.336)
(43223.000,-207.000)
(3292.490,12756.108)
(25926.747,-1863.841)
(20663.874,13834.452)
(21107.303,33984.610)
(-28031.427,34513.856)
(-29572.517,-17784.377)
(13892.781,-23037.525)
(7790.000,9006.000)
(1091.456,-15905.158)
(19398.209,1961.521)
(11741.418,6841.434)
(-11304.844,6855.178)
(19265.393,-13248.890)
(-9931.567,13386.957)
(13438.922,-23696.356)
(22748.000,10757.000)
(-8150.097,-35436.515)
(-45585.038,11583.350)
(615.411,58748.167)
(-16287.675,-35777.197)
(-31174.915,-52324.824)
(-14860.710,45733.559)
(-2161.356,-51659.940)
(34932.594,18254.785)
(-44173.544,-17712.924)
(-14289.642,16653.287)
(6359.712,-27589.500)
(-25785.587,-12909.299)
(33079.946,-31567.891)
(-6169.618,8196.374)
(-12486.933,-8614.791)
(71955.000,-21024.000)
(-11357.199,24550.465)
(16700.663,42136.029)
(-24016.808,10700.364)
(-11027.756,11802.844)
(-4568.429,-2247.546)
(162.293,-4600.672)
(-20725.101,52541.001)
(-15067.711,-21019.149)
(-3115.572,-5833.349)
(-12073.515,31150.821)
(-47431.235,-2470.610)
(10508.761,-15278.757)
(-25111.943,-24851.404)
(27561.841,19187.027)
(-44119.753,-1660.985)
(28880.000,3003.000)
(-45147.122,326.995)
(26210.111,-19835.895)
(-24598.137,26238.677)
(10056.568,15336.883)
(-48525.089,2443.803)
(-13195.052,-31342.920)
(-806.555,4748.268)
(-17660.594,20745.215)
(-18527.503,-51082.902)
(-1522.361,3733.286)
(-3052.402,571.103)
(-12505.325,-10485.919)
(-24059.467,-13375.731)
(21727.703,-42389.868)
(-9834.669,-23571.706)
(69825.000,23128.000)
(-11252.576,10245.983)
(-2765.551,-9719.171)
(30900.787,34861.397)
(-26265.138,12553.470)
(7879.456,32680.274)
(-16579.514,-18156.163)
(-47372.367,16947.812)
(34603.711,-18740.851)
(-1350.090,50628.313)
(-11738.667,-47573.708)
(-31983.559,53292.712)
(-16221.849,34869.975)
(3554.144,-55674.747)
(-44334.944,-13379.336)
(-2855.034,29926.033)
(27211.000,5300.000)
(1299.085,7399.366)
(31047.450,29687.410)
(-8614.586,-6743.303)
(-2798.536,-8191.622)
(3435.058,13267.129)
(1724.289,22279.272)
(-5972.048,-29426.300)
(7304.000,-5719.000)
(-5107.809,-3014.988)
(21499.452,-15051.214)
(-7968.074,5874.507)
(32222.736,-11302.517)
(13351.271,-25631.026)
(9631.906,33044.885)
(-8650.184,-10566.404)
(43675.000,-1786.000)
(-8477.728,8821.764)
(11879.788,-31653.250)
(14266.855,27522.229)
(32470.536,10259.622)
(-9923.325,-6561.046)
(22546.484,16466.783)
(-6746.340,2617.083)
(7666.000,3753.000)
(-5074.142,30087.356)
(2197.310,-24874.947)
(2561.740,-12246.891)
(-1374.736,7366.517)
(-7230.409,6679.446)
(34265.322,-29690.939)
(1170.635,-9854.921)
(-24719.000,2133.000)
(-14119.184,-14796.957)
(1142.878,-4509.642)
(-8929.162,1300.054)
(-2127.000,-6119.000)
(-463.164,8370.097)
(-12358.902,4781.658)
(-9222.624,2485.913)
(-13599.000,93.000)
(-8758.917,-2355.398)
(-11488.878,-3904.358)
(-441.058,-6470.008)
(-3559.000,6161.000)
(-7350.734,-1333.742)
(436.902,5924.342)
(-12123.157,14304.041)
(-6277.000,711.000)
(687.000,-3767.000)
(-25239.000,89.000)
(13.000,2651.000)
(-26121.000,7043.000)
(-26328.383,-35903.543)
(48479.199,-16834.268)
(12369.700,43971.088)
(-22086.926,30065.012)
(-30996.932,714.845)
(-7002.831,1588.538)
(-23970.462,65.798)
(5639.835,-4545.146)
(-30390.419,29784.072)
(-37697.285,-42731.149)
(30613.391,-16582.101)
(5058.962,19603.545)
(-23129.228,14820.337)
(-4034.815,-22263.568)
(-1726.088,28192.187)
(-29667.000,-29579.000)
(35375.175,-5831.599)
(10725.310,27458.259)
(-12010.122,24853.938)
(7128.871,26197.344)
(-58086.797,44783.539)
(-19067.768,-22547.662)
(-49298.971,25409.132)
(-12170.688,-54771.802)
(-4113.465,24604.745)
(-18119.380,-27673.258)
(5152.092,9458.056)
(-12385.284,7111.161)
(-20686.987,-3618.873)
(2693.464,8818.553)
(-34911.234,-179.686)
(3635.000,683.000)
(-35260.732,-745.769)
(2774.111,-7862.587)
(-22075.444,3046.461)
(-12228.518,-9650.821)
(8671.779,-8788.254)
(-19785.070,29263.729)
(-2873.706,-25554.892)
(-12037.835,55819.146)
(-48782.580,-23763.295)
(-22246.397,22481.490)
(-56790.415,-46823.910)
(7504.278,-25558.268)
(-11654.041,-24074.056)
(8728.796,-27374.984)
(35407.519,3936.855)
(-29443.000,28793.000)
(-456.107,-29945.713)
(-2278.708,23128.128)
(-23337.806,-15557.270)
(7238.573,-19591.535)
(31080.584,16856.943)
(-36261.639,43219.340)
(-29258.236,-29438.276)
(5676.688,6757.802)
(-24391.613,-2132.241)
(-4540.851,-518.615)
(-30352.987,-891.765)
(-20509.956,-29080.438)
(14893.746,-43129.140)
(47345.864,18488.054)
(-18537.231,34206.384)
(50002.000,7402.000)
(-9157.328,27661.215)
(-2573.534,-8262.706)
(9965.308,-19220.096)
(31664.527,7627.177)
(5671.984,-8412.362)
(44990.771,12758.254)
(11050.890,9144.004)
(51326.514,45404.357)
(-40719.211,52173.915)
(-10249.377,-3203.324)
(-12172.896,7378.691)
(7773.535,746.073)
(-4928.851,26369.607)
(-32136.369,-3402.158)
(15736.135,-18953.377)
(-896.000,21738.000)
(-8889.733,-4273.967)
(1837.587,1143.776)
(-6235.260,14452.915)
(-20340.218,-12103.513)
(-3918.596,-1935.970)
(-16031.689,-32083.146)
(21250.714,-29125.537)
(50044.557,-17098.808)
(23858.659,41966.690)
(13853.908,7770.678)
(-6888.751,46320.860)
(-17349.042,-1184.916)
(-19555.883,4890.708)
(15611.962,-17489.925)
(-1508.784,31927.331)
(-29712.000,748.000)
(-4044.229,-29330.644)
(16361.205,14673.173)
(-18402.397,-1925.166)
(-17430.977,1997.754)
(-7555.920,-45241.237)
